FECHA,CLAVE_EST,PARAMETRO,PROMEDIO
18/01/2002,AGU,CO,2.0708
18/01/2002,ATM,CO,3.1375
18/01/2002,CEN,CO,4.0417
18/01/2002,LDO,CO,3.5958
18/01/2002,MIR,CO,2.8917
18/01/2002,OBL,CO,3.0292
18/01/2002,TLA,CO,2.7333
18/01/2002,VAL,CO,2.1083
19/01/2002,AGU,CO,2.3875
19/01/2002,ATM,CO,3.2417
19/01/2002,CEN,CO,4.35
19/01/2002,LDO,CO,3.8833
19/01/2002,MIR,CO,2.5125
19/01/2002,OBL,CO,3.425
19/01/2002,TLA,CO,3.5792
19/01/2002,VAL,CO,1.8542
20/01/2002,AGU,CO,1.3
20/01/2002,ATM,CO,2.425
20/01/2002,CEN,CO,2.5792
20/01/2002,LDO,CO,3.25
20/01/2002,MIR,CO,1.7167
20/01/2002,OBL,CO,4.775
20/01/2002,TLA,CO,2.1167
20/01/2002,VAL,CO,1.2
21/01/2002,AGU,CO,1.6208
21/01/2002,ATM,CO,3.2875
21/01/2002,CEN,CO,4.075
21/01/2002,LDO,CO,2.9958
21/01/2002,MIR,CO,2.475
21/01/2002,OBL,CO,2.7792
21/01/2002,TLA,CO,2.7542
21/01/2002,VAL,CO,1.8917
22/01/2002,AGU,CO,1.3375
22/01/2002,ATM,CO,2.5792
22/01/2002,CEN,CO,3.2125
22/01/2002,LDO,CO,3.0292
22/01/2002,MIR,CO,2.0625
22/01/2002,OBL,CO,2.0125
22/01/2002,TLA,CO,2.4417
22/01/2002,VAL,CO,1.85
23/01/2002,AGU,CO,1.6458
23/01/2002,ATM,CO,2.5708
23/01/2002,CEN,CO,3.0583
23/01/2002,LDO,CO,3.2333
23/01/2002,MIR,CO,2.7
23/01/2002,OBL,CO,2.2125
23/01/2002,TLA,CO,1.8875
23/01/2002,VAL,CO,1.6042
24/01/2002,AGU,CO,1.55
24/01/2002,ATM,CO,2.8417
24/01/2002,CEN,CO,3.9625
24/01/2002,LDO,CO,3.85
24/01/2002,MIR,CO,2.05
24/01/2002,OBL,CO,2.675
24/01/2002,TLA,CO,3.4458
24/01/2002,VAL,CO,1.8083
25/01/2002,AGU,CO,1.7583
25/01/2002,ATM,CO,3.5958
25/01/2002,CEN,CO,3.9833
25/01/2002,LDO,CO,3.0125
25/01/2002,MIR,CO,3.0958
25/01/2002,OBL,CO,3.4417
25/01/2002,TLA,CO,2.5333
25/01/2002,VAL,CO,1.9333
26/01/2002,AGU,CO,1.6833
26/01/2002,ATM,CO,3.0458
26/01/2002,CEN,CO,2.8208
26/01/2002,LDO,CO,2.6125
26/01/2002,MIR,CO,2.2083
26/01/2002,OBL,CO,2.4
26/01/2002,TLA,CO,1.9208
26/01/2002,VAL,CO,1.5625
27/01/2002,AGU,CO,1.075
27/01/2002,ATM,CO,2.3917
27/01/2002,CEN,CO,2.8917
27/01/2002,LDO,CO,3.1042
27/01/2002,MIR,CO,2.6875
27/01/2002,OBL,CO,1.8625
27/01/2002,TLA,CO,2.8083
27/01/2002,VAL,CO,1.5583
28/01/2002,AGU,CO,1.5875
28/01/2002,ATM,CO,3.4542
28/01/2002,CEN,CO,3.9333
28/01/2002,LDO,CO,3.0708
28/01/2002,MIR,CO,2.9458
28/01/2002,OBL,CO,3.275
28/01/2002,TLA,CO,2.9667
28/01/2002,VAL,CO,2.0208
29/01/2002,AGU,CO,1.4667
29/01/2002,ATM,CO,2.3208
29/01/2002,CEN,CO,3.6875
29/01/2002,LDO,CO,3.7208
29/01/2002,MIR,CO,2.7167
29/01/2002,OBL,CO,2.9083
29/01/2002,TLA,CO,2.6667
29/01/2002,VAL,CO,1.7667
30/01/2002,AGU,CO,1.3125
30/01/2002,ATM,CO,2.3958
30/01/2002,CEN,CO,2.5208
30/01/2002,LDO,CO,2.9792
30/01/2002,MIR,CO,1.1417
30/01/2002,OBL,CO,2.3375
30/01/2002,TLA,CO,2.4958
30/01/2002,VAL,CO,1.5458
31/01/2002,AGU,CO,0.9792
31/01/2002,ATM,CO,2.4417
31/01/2002,CEN,CO,2.8625
31/01/2002,LDO,CO,3.075
31/01/2002,MIR,CO,2.4917
31/01/2002,OBL,CO,2.3625
31/01/2002,TLA,CO,1.9417
31/01/2002,VAL,CO,1.6
01/02/2002,AGU,CO,2.0167
01/02/2002,ATM,CO,3.2875
01/02/2002,CEN,CO,3.8042
01/02/2002,LDO,CO,2.7917
01/02/2002,MIR,CO,3.0833
01/02/2002,OBL,CO,3.0542
01/02/2002,TLA,CO,2.5083
01/02/2002,VAL,CO,2.15
02/02/2002,AGU,CO,0.3833
02/02/2002,ATM,CO,3.0125
02/02/2002,CEN,CO,1.3583
02/02/2002,LDO,CO,2.5333
02/02/2002,MIR,CO,2.425
02/02/2002,OBL,CO,2.6125
02/02/2002,TLA,CO,1.1458
02/02/2002,VAL,CO,1.7625
03/02/2002,AGU,CO,1.0417
03/02/2002,ATM,CO,2.2542
03/02/2002,CEN,CO,2.225
03/02/2002,LDO,CO,2.7542
03/02/2002,MIR,CO,2.0958
03/02/2002,OBL,CO,2.2958
03/02/2002,TLA,CO,2.1417
03/02/2002,VAL,CO,1.2708
04/02/2002,AGU,CO,1.3542
04/02/2002,ATM,CO,2.3417
04/02/2002,CEN,CO,2.825
04/02/2002,LDO,CO,3.2958
04/02/2002,MIR,CO,2.4958
04/02/2002,OBL,CO,2.7458
04/02/2002,TLA,CO,2.6958
04/02/2002,VAL,CO,1.6083
05/02/2002,AGU,CO,0.6083
05/02/2002,ATM,CO,1.35
05/02/2002,CEN,CO,1.6875
05/02/2002,LDO,CO,2.1417
05/02/2002,MIR,CO,1.3458
05/02/2002,OBL,CO,1.7625
05/02/2002,TLA,CO,1.4917
05/02/2002,VAL,CO,1.0417
06/02/2002,AGU,CO,1.2875
06/02/2002,ATM,CO,1.55
06/02/2002,CEN,CO,2.225
06/02/2002,LDO,CO,2.6417
06/02/2002,MIR,CO,1.3833
06/02/2002,OBL,CO,1.75
06/02/2002,TLA,CO,1.9625
06/02/2002,VAL,CO,1.275
07/02/2002,AGU,CO,0.9625
07/02/2002,ATM,CO,1.9917
07/02/2002,CEN,CO,2.2167
07/02/2002,LDO,CO,3.2
07/02/2002,MIR,CO,1.6125
07/02/2002,OBL,CO,2.0583
07/02/2002,TLA,CO,1.6833
07/02/2002,VAL,CO,1.4625
08/02/2002,AGU,CO,1.1208
08/02/2002,ATM,CO,1.85
08/02/2002,CEN,CO,1.8875
08/02/2002,LDO,CO,2.1125
08/02/2002,MIR,CO,2.1917
08/02/2002,OBL,CO,1.7208
08/02/2002,TLA,CO,2.9792
08/02/2002,VAL,CO,1.3042
09/02/2002,AGU,CO,0.8875
09/02/2002,ATM,CO,2.0458
09/02/2002,CEN,CO,2.0625
09/02/2002,LDO,CO,2.1208
09/02/2002,MIR,CO,2.3333
09/02/2002,OBL,CO,1.8
09/02/2002,TLA,CO,2.3458
09/02/2002,VAL,CO,1.3125
10/02/2002,AGU,CO,1.1042
10/02/2002,ATM,CO,1.8792
10/02/2002,CEN,CO,1.9958
10/02/2002,LDO,CO,2.7958
10/02/2002,MIR,CO,1.5833
10/02/2002,OBL,CO,1.7125
10/02/2002,TLA,CO,1.9833
10/02/2002,VAL,CO,1.2083
11/02/2002,AGU,CO,1.9208
11/02/2002,ATM,CO,1.1875
11/02/2002,CEN,CO,1.5
11/02/2002,LDO,CO,2.1458
11/02/2002,MIR,CO,2.6917
11/02/2002,OBL,CO,1.2708
11/02/2002,TLA,CO,1.65
11/02/2002,VAL,CO,1.1625
12/02/2002,AGU,CO,0.9583
12/02/2002,ATM,CO,1.725
12/02/2002,CEN,CO,2.2625
12/02/2002,LDO,CO,1.7542
12/02/2002,MIR,CO,1.1208
12/02/2002,OBL,CO,1.7417
12/02/2002,TLA,CO,2.1875
12/02/2002,VAL,CO,1.7375
13/02/2002,AGU,CO,1.475
13/02/2002,ATM,CO,2.3292
13/02/2002,CEN,CO,2.4917
13/02/2002,LDO,CO,2.6792
13/02/2002,MIR,CO,2.0125
13/02/2002,OBL,CO,2.1375
13/02/2002,TLA,CO,2.3958
13/02/2002,VAL,CO,1.6292
14/02/2002,AGU,CO,0.8708
14/02/2002,ATM,CO,2.25
14/02/2002,CEN,CO,2.4667
14/02/2002,LDO,CO,3.5375
14/02/2002,MIR,CO,2.4833
14/02/2002,OBL,CO,1.8083
14/02/2002,TLA,CO,2.0792
14/02/2002,VAL,CO,1.4083
15/02/2002,AGU,CO,2.1375
15/02/2002,ATM,CO,2.6917
15/02/2002,CEN,CO,2.1417
15/02/2002,LDO,CO,4.2833
15/02/2002,MIR,CO,3.7542
15/02/2002,OBL,CO,2.8
15/02/2002,TLA,CO,2.7917
15/02/2002,VAL,CO,1.7208
16/02/2002,AGU,CO,2.1667
16/02/2002,ATM,CO,2.5542
16/02/2002,CEN,CO,3.15
16/02/2002,LDO,CO,3.7125
16/02/2002,MIR,CO,3.3208
16/02/2002,OBL,CO,2.8542
16/02/2002,TLA,CO,2.1583
16/02/2002,VAL,CO,1.7167
17/02/2002,AGU,CO,0.8958
17/02/2002,ATM,CO,1.9917
17/02/2002,CEN,CO,2.2542
17/02/2002,LDO,CO,2.8
17/02/2002,MIR,CO,2.0042
17/02/2002,OBL,CO,2.1042
17/02/2002,TLA,CO,0.8917
17/02/2002,VAL,CO,1.5292
18/02/2002,AGU,CO,2.3583
18/02/2002,ATM,CO,1.4542
18/02/2002,CEN,CO,2.4167
18/02/2002,LDO,CO,3.0458
18/02/2002,MIR,CO,2.1083
18/02/2002,OBL,CO,2.0833
18/02/2002,TLA,CO,0.9208
18/02/2002,VAL,CO,1.3625
19/02/2002,AGU,CO,2.525
19/02/2002,ATM,CO,0.2375
19/02/2002,CEN,CO,3.0833
19/02/2002,LDO,CO,2.5208
19/02/2002,MIR,CO,2.1417
19/02/2002,OBL,CO,1.6917
19/02/2002,TLA,CO,1.7792
19/02/2002,VAL,CO,0.8333
20/02/2002,AGU,CO,2.8208
20/02/2002,ATM,CO,1.7292
20/02/2002,CEN,CO,2.5417
20/02/2002,LDO,CO,2.9333
20/02/2002,MIR,CO,2.225
20/02/2002,OBL,CO,2.575
20/02/2002,TLA,CO,2.2375
20/02/2002,VAL,CO,15.6625
21/02/2002,AGU,CO,1.65
21/02/2002,ATM,CO,1.5667
21/02/2002,CEN,CO,2.4375
21/02/2002,LDO,CO,3.7208
21/02/2002,MIR,CO,2.2458
21/02/2002,OBL,CO,2.5833
21/02/2002,TLA,CO,2.8458
21/02/2002,VAL,CO,21.5292
22/02/2002,AGU,CO,0.4458
22/02/2002,ATM,CO,0.5958
22/02/2002,CEN,CO,1.35
22/02/2002,LDO,CO,2.825
22/02/2002,MIR,CO,2.9917
22/02/2002,OBL,CO,1.3375
22/02/2002,TLA,CO,1.2292
22/02/2002,VAL,CO,0
23/02/2002,AGU,CO,0.575
23/02/2002,ATM,CO,2.7125
23/02/2002,CEN,CO,2.8375
23/02/2002,LDO,CO,3.375
23/02/2002,MIR,CO,2.9667
23/02/2002,OBL,CO,2.7375
23/02/2002,TLA,CO,2.5417
23/02/2002,VAL,CO,0
24/02/2002,AGU,CO,1.1875
24/02/2002,ATM,CO,2.7833
24/02/2002,CEN,CO,2.9458
24/02/2002,LDO,CO,2.8792
24/02/2002,MIR,CO,2.5208
24/02/2002,OBL,CO,3.1542
24/02/2002,TLA,CO,2.3083
24/02/2002,VAL,CO,1.1125
25/02/2002,AGU,CO,2.4458
25/02/2002,ATM,CO,2.6208
25/02/2002,CEN,CO,2.9167
25/02/2002,LDO,CO,3.0667
25/02/2002,MIR,CO,3.1667
25/02/2002,OBL,CO,2.6542
25/02/2002,TLA,CO,3.2167
25/02/2002,VAL,CO,2.0625
26/02/2002,AGU,CO,2.8875
26/02/2002,ATM,CO,2.4458
26/02/2002,CEN,CO,3.0417
26/02/2002,LDO,CO,3.2042
26/02/2002,MIR,CO,2.1833
26/02/2002,OBL,CO,2.1042
26/02/2002,TLA,CO,2.1917
26/02/2002,VAL,CO,2.0875
27/02/2002,AGU,CO,1.3833
27/02/2002,ATM,CO,2.1792
27/02/2002,CEN,CO,3.0875
27/02/2002,LDO,CO,2.4833
27/02/2002,MIR,CO,1.8833
27/02/2002,OBL,CO,2.7042
27/02/2002,TLA,CO,1.575
27/02/2002,VAL,CO,1.65
28/02/2002,AGU,CO,1.25
28/02/2002,ATM,CO,1.8917
28/02/2002,CEN,CO,2.8292
28/02/2002,LDO,CO,2.7917
28/02/2002,MIR,CO,1.65
28/02/2002,OBL,CO,1.9917
28/02/2002,TLA,CO,2.4333
28/02/2002,VAL,CO,1.6208
01/03/2002,AGU,CO,1.4
01/03/2002,ATM,CO,2.0417
01/03/2002,CEN,CO,2.4042
01/03/2002,LDO,CO,2.1917
01/03/2002,MIR,CO,3.1375
01/03/2002,OBL,CO,1.6042
01/03/2002,TLA,CO,2.5417
01/03/2002,VAL,CO,1.2083
02/03/2002,AGU,CO,2.4917
02/03/2002,ATM,CO,2.0625
02/03/2002,CEN,CO,2.5042
02/03/2002,LDO,CO,2.6958
02/03/2002,MIR,CO,2.0583
02/03/2002,OBL,CO,1.6292
02/03/2002,TLA,CO,2.975
02/03/2002,VAL,CO,1.1542
03/03/2002,AGU,CO,2.0732
03/03/2002,ATM,CO,1.8293
03/03/2002,CEN,CO,2.5845
03/03/2002,LDO,CO,3.203
03/03/2002,MIR,CO,2.5886
03/03/2002,OBL,CO,1.0463
03/03/2002,TLA,CO,1.1772
03/03/2002,VAL,CO,1.417
04/03/2002,AGU,CO,1.7167
04/03/2002,ATM,CO,1.8708
04/03/2002,CEN,CO,2.9458
04/03/2002,LDO,CO,2.4208
04/03/2002,MIR,CO,1.7875
04/03/2002,OBL,CO,1.3667
04/03/2002,TLA,CO,2.2875
04/03/2002,VAL,CO,1.55
05/03/2002,AGU,CO,4.5083
05/03/2002,ATM,CO,1.9833
05/03/2002,CEN,CO,2.5958
05/03/2002,LDO,CO,2.5
05/03/2002,MIR,CO,3.2875
05/03/2002,OBL,CO,0.8958
05/03/2002,TLA,CO,1.8417
05/03/2002,VAL,CO,1.3292
06/03/2002,AGU,CO,1.4
06/03/2002,ATM,CO,2.3792
06/03/2002,CEN,CO,2.1875
06/03/2002,LDO,CO,4.4083
06/03/2002,MIR,CO,2.2792
06/03/2002,OBL,CO,1.3542
06/03/2002,TLA,CO,1.7042
06/03/2002,VAL,CO,1.5667
07/03/2002,AGU,CO,3.6
07/03/2002,ATM,CO,2.3458
07/03/2002,CEN,CO,3.1375
07/03/2002,LDO,CO,4.1167
07/03/2002,MIR,CO,2.3833
07/03/2002,OBL,CO,1.0792
07/03/2002,TLA,CO,1.8042
07/03/2002,VAL,CO,1.7375
08/03/2002,AGU,CO,1.5958
08/03/2002,ATM,CO,2.375
08/03/2002,CEN,CO,2.4792
08/03/2002,LDO,CO,2.625
08/03/2002,MIR,CO,2.5292
08/03/2002,OBL,CO,1.1125
08/03/2002,TLA,CO,1.7875
08/03/2002,VAL,CO,1.3625
09/03/2002,AGU,CO,3.4542
09/03/2002,ATM,CO,3.4333
09/03/2002,CEN,CO,3.7458
09/03/2002,LDO,CO,3.9917
09/03/2002,MIR,CO,2.7375
09/03/2002,OBL,CO,1.9625
09/03/2002,TLA,CO,3.5667
09/03/2002,VAL,CO,1.8458
10/03/2002,AGU,CO,0.1833
10/03/2002,ATM,CO,1.8958
10/03/2002,CEN,CO,1.7708
10/03/2002,LDO,CO,3.4208
10/03/2002,MIR,CO,1.3292
10/03/2002,OBL,CO,1.4542
10/03/2002,TLA,CO,0.8667
10/03/2002,VAL,CO,1.2875
11/03/2002,AGU,CO,1.5542
11/03/2002,ATM,CO,2.3833
11/03/2002,CEN,CO,2.5
11/03/2002,LDO,CO,2.3708
11/03/2002,MIR,CO,2.1375
11/03/2002,OBL,CO,1.2667
11/03/2002,TLA,CO,2.5708
11/03/2002,VAL,CO,1.5292
12/03/2002,AGU,CO,1.5277
12/03/2002,ATM,CO,2.4648
12/03/2002,CEN,CO,2.8597
12/03/2002,LDO,CO,2.8576
12/03/2002,MIR,CO,2.1385
12/03/2002,OBL,CO,1.5739
12/03/2002,TLA,CO,3.5277
12/03/2002,VAL,CO,1.5217
13/03/2002,AGU,CO,2.9478
13/03/2002,ATM,CO,2.2499
13/03/2002,CEN,CO,2.5211
13/03/2002,LDO,CO,2.8888
13/03/2002,MIR,CO,2.0077
13/03/2002,OBL,CO,2.144
13/03/2002,TLA,CO,2.0485
13/03/2002,VAL,CO,1.6183
14/03/2002,AGU,CO,2.6434
14/03/2002,ATM,CO,2.3372
14/03/2002,CEN,CO,3.1088
14/03/2002,LDO,CO,2.7554
14/03/2002,MIR,CO,1.7692
14/03/2002,OBL,CO,3.0423
14/03/2002,TLA,CO,2.5613
14/03/2002,VAL,CO,1.8322
15/03/2002,AGU,CO,2.6208
15/03/2002,ATM,CO,2.45
15/03/2002,CEN,CO,3.1167
15/03/2002,LDO,CO,3.0125
15/03/2002,MIR,CO,1.9542
15/03/2002,OBL,CO,2.2958
15/03/2002,TLA,CO,2.575
15/03/2002,VAL,CO,1.6875
16/03/2002,AGU,CO,4.3642
16/03/2002,ATM,CO,2.2943
16/03/2002,CEN,CO,2.9216
16/03/2002,LDO,CO,2.478
16/03/2002,MIR,CO,2.4419
16/03/2002,OBL,CO,1.4365
16/03/2002,TLA,CO,2.8843
16/03/2002,VAL,CO,1.35
17/03/2002,AGU,CO,3.1244
17/03/2002,ATM,CO,2.0077
17/03/2002,CEN,CO,2.2068
17/03/2002,LDO,CO,2.5824
17/03/2002,MIR,CO,2.2534
17/03/2002,OBL,CO,1.9668
17/03/2002,TLA,CO,2.6942
17/03/2002,VAL,CO,1.1987
18/03/2002,AGU,CO,2.4052
18/03/2002,ATM,CO,2.1405
18/03/2002,CEN,CO,2.7907
18/03/2002,LDO,CO,1.9879
18/03/2002,MIR,CO,1.8088
18/03/2002,OBL,CO,2.0176
18/03/2002,TLA,CO,2.0015
18/03/2002,VAL,CO,1.4428
19/03/2002,AGU,CO,1.0833
19/03/2002,ATM,CO,1.8591
19/03/2002,CEN,CO,2.2048
19/03/2002,LDO,CO,2.1004
19/03/2002,MIR,CO,3.3084
19/03/2002,OBL,CO,1.661
19/03/2002,TLA,CO,2.3036
19/03/2002,VAL,CO,1.2975
20/03/2002,AGU,CO,3.7833
20/03/2002,ATM,CO,2.1279
20/03/2002,CEN,CO,2.5055
20/03/2002,LDO,CO,3.3553
20/03/2002,MIR,CO,2.5063
20/03/2002,OBL,CO,2.1969
20/03/2002,TLA,CO,3.04
20/03/2002,VAL,CO,1.7102
21/03/2002,AGU,CO,0.9083
21/03/2002,ATM,CO,1.6083
21/03/2002,CEN,CO,1.6
21/03/2002,LDO,CO,2.3042
21/03/2002,MIR,CO,2.1125
21/03/2002,OBL,CO,1.5167
21/03/2002,TLA,CO,1.575
21/03/2002,VAL,CO,1.2292
22/03/2002,AGU,CO,4.3625
22/03/2002,ATM,CO,1.7375
22/03/2002,CEN,CO,1.8167
22/03/2002,LDO,CO,1.8458
22/03/2002,MIR,CO,1.6458
22/03/2002,OBL,CO,1.8833
22/03/2002,TLA,CO,1.5792
22/03/2002,VAL,CO,1.2917
23/03/2002,AGU,CO,3.1292
23/03/2002,ATM,CO,1.5292
23/03/2002,CEN,CO,1.75
23/03/2002,LDO,CO,2.1083
23/03/2002,MIR,CO,1.6292
23/03/2002,OBL,CO,1.4708
23/03/2002,TLA,CO,1.975
23/03/2002,VAL,CO,1.0792
24/03/2002,AGU,CO,2.8375
24/03/2002,ATM,CO,1.5458
24/03/2002,CEN,CO,1.6625
24/03/2002,LDO,CO,1.975
24/03/2002,MIR,CO,2.175
24/03/2002,OBL,CO,1.1792
24/03/2002,TLA,CO,2.1458
24/03/2002,VAL,CO,1.2625
25/03/2002,AGU,CO,1.0958
25/03/2002,ATM,CO,1.6833
25/03/2002,CEN,CO,2.0625
25/03/2002,LDO,CO,2.4708
25/03/2002,MIR,CO,2.6083
25/03/2002,OBL,CO,1.4917
25/03/2002,TLA,CO,2.7708
25/03/2002,VAL,CO,1.2208
26/03/2002,AGU,CO,1.4042
26/03/2002,ATM,CO,1.8583
26/03/2002,CEN,CO,2.3583
26/03/2002,LDO,CO,2.1667
26/03/2002,MIR,CO,2.3417
26/03/2002,OBL,CO,1.8875
26/03/2002,TLA,CO,2.3458
26/03/2002,VAL,CO,0.375
27/03/2002,AGU,CO,1.35
27/03/2002,ATM,CO,2.0083
27/03/2002,CEN,CO,2.4458
27/03/2002,LDO,CO,2.0458
27/03/2002,MIR,CO,1.5042
27/03/2002,OBL,CO,1.5125
27/03/2002,TLA,CO,1.975
27/03/2002,VAL,CO,1.5083
28/03/2002,AGU,CO,1.0042
28/03/2002,ATM,CO,1.8417
28/03/2002,CEN,CO,2.1042
28/03/2002,LDO,CO,1.9
28/03/2002,MIR,CO,2
28/03/2002,OBL,CO,1.3083
28/03/2002,TLA,CO,2.0542
28/03/2002,VAL,CO,1.4167
29/03/2002,AGU,CO,0.8792
29/03/2002,ATM,CO,1.3292
29/03/2002,CEN,CO,1.2083
29/03/2002,LDO,CO,1.7667
29/03/2002,MIR,CO,1.3417
29/03/2002,OBL,CO,1.4
29/03/2002,TLA,CO,1.4083
29/03/2002,VAL,CO,1.0625
30/03/2002,AGU,CO,0.7708
30/03/2002,ATM,CO,1.2458
30/03/2002,CEN,CO,1.5
30/03/2002,LDO,CO,1.8958
30/03/2002,MIR,CO,1.6625
30/03/2002,OBL,CO,1.1583
30/03/2002,TLA,CO,1.7875
30/03/2002,VAL,CO,1.1083
31/03/2002,AGU,CO,0.875
31/03/2002,ATM,CO,1.7667
31/03/2002,CEN,CO,2.1625
31/03/2002,LDO,CO,2.6042
31/03/2002,MIR,CO,2.1833
31/03/2002,OBL,CO,1.9958
31/03/2002,TLA,CO,2.825
31/03/2002,VAL,CO,1.2833
01/04/2002,AGU,CO,1.5125
01/04/2002,ATM,CO,2.025
01/04/2002,CEN,CO,2.6208
01/04/2002,LDO,CO,2.7917
01/04/2002,MIR,CO,2.0042
01/04/2002,OBL,CO,1.7167
01/04/2002,TLA,CO,2.6917
01/04/2002,VAL,CO,1.6292
02/04/2002,AGU,CO,1.0833
02/04/2002,ATM,CO,1.9083
02/04/2002,CEN,CO,1.8417
02/04/2002,LDO,CO,2.1333
02/04/2002,MIR,CO,2.0417
02/04/2002,OBL,CO,1.5875
02/04/2002,TLA,CO,3.1667
02/04/2002,VAL,CO,1.5667
03/04/2002,AGU,CO,0.9
03/04/2002,ATM,CO,2.1958
03/04/2002,CEN,CO,2.6292
03/04/2002,LDO,CO,2.3375
03/04/2002,MIR,CO,1.8333
03/04/2002,OBL,CO,1.8792
03/04/2002,TLA,CO,2.1167
03/04/2002,VAL,CO,1.6083
04/04/2002,AGU,CO,1.8583
04/04/2002,ATM,CO,1.6792
04/04/2002,CEN,CO,1.8375
04/04/2002,LDO,CO,2.3375
04/04/2002,MIR,CO,1.9958
04/04/2002,OBL,CO,1.2833
04/04/2002,TLA,CO,3.1792
04/04/2002,VAL,CO,1.6
05/04/2002,AGU,CO,1.1917
05/04/2002,ATM,CO,1.9542
05/04/2002,CEN,CO,1.9833
05/04/2002,LDO,CO,3.2083
05/04/2002,MIR,CO,1.9625
05/04/2002,OBL,CO,1.8708
05/04/2002,TLA,CO,1.575
05/04/2002,VAL,CO,1.4708
06/04/2002,AGU,CO,1.25
06/04/2002,ATM,CO,1.6167
06/04/2002,CEN,CO,1.9917
06/04/2002,LDO,CO,3.9417
06/04/2002,MIR,CO,1.7083
06/04/2002,OBL,CO,1.1625
06/04/2002,TLA,CO,2.8792
06/04/2002,VAL,CO,1.2667
07/04/2002,AGU,CO,0.8125
07/04/2002,ATM,CO,1.4333
07/04/2002,CEN,CO,1.55
07/04/2002,LDO,CO,2.8167
07/04/2002,MIR,CO,2.075
07/04/2002,OBL,CO,1.575
07/04/2002,TLA,CO,2.4583
07/04/2002,VAL,CO,1.0542
08/04/2002,AGU,CO,0.9208
08/04/2002,ATM,CO,1.7833
08/04/2002,CEN,CO,1.7125
08/04/2002,LDO,CO,2.8292
08/04/2002,MIR,CO,2.1542
08/04/2002,OBL,CO,1.3875
08/04/2002,TLA,CO,1.8875
08/04/2002,VAL,CO,1.35
09/04/2002,AGU,CO,0.9708
09/04/2002,ATM,CO,1.9417
09/04/2002,CEN,CO,1.7042
09/04/2002,LDO,CO,2.0375
09/04/2002,MIR,CO,1.775
09/04/2002,OBL,CO,1.3458
09/04/2002,TLA,CO,1.6625
09/04/2002,VAL,CO,1.6375
10/04/2002,AGU,CO,1.2083
10/04/2002,ATM,CO,1.5833
10/04/2002,CEN,CO,1.6417
10/04/2002,LDO,CO,1.7
10/04/2002,MIR,CO,2.0042
10/04/2002,OBL,CO,1.8333
10/04/2002,TLA,CO,2.1542
10/04/2002,VAL,CO,1.4375
11/04/2002,AGU,CO,1.1542
11/04/2002,ATM,CO,2.1708
11/04/2002,CEN,CO,1.85
11/04/2002,LDO,CO,2.6083
11/04/2002,MIR,CO,1.975
11/04/2002,OBL,CO,1.6333
11/04/2002,TLA,CO,2.275
11/04/2002,VAL,CO,1.7917
12/04/2002,AGU,CO,0.6583
12/04/2002,ATM,CO,2.2125
12/04/2002,CEN,CO,2.0375
12/04/2002,LDO,CO,2.8125
12/04/2002,MIR,CO,2.2708
12/04/2002,OBL,CO,2.1917
12/04/2002,TLA,CO,2.0792
12/04/2002,VAL,CO,1.7667
13/04/2002,AGU,CO,1.3417
13/04/2002,ATM,CO,2.0583
13/04/2002,CEN,CO,2.0917
13/04/2002,LDO,CO,2.5417
13/04/2002,MIR,CO,3.3375
13/04/2002,OBL,CO,1.625
13/04/2002,TLA,CO,2.1333
13/04/2002,VAL,CO,1.6167
14/04/2002,AGU,CO,0.8917
14/04/2002,ATM,CO,1.6583
14/04/2002,CEN,CO,1.9667
14/04/2002,LDO,CO,2.5458
14/04/2002,MIR,CO,2.0792
14/04/2002,OBL,CO,1.5083
14/04/2002,TLA,CO,3.0125
14/04/2002,VAL,CO,1.4833
15/04/2002,AGU,CO,1.1542
15/04/2002,ATM,CO,2.2167
15/04/2002,CEN,CO,2.0542
15/04/2002,LDO,CO,2.35
15/04/2002,MIR,CO,2.2917
15/04/2002,OBL,CO,2.2
15/04/2002,TLA,CO,2.0958
15/04/2002,VAL,CO,1.7083
16/04/2002,AGU,CO,1.6125
16/04/2002,ATM,CO,2.2333
16/04/2002,CEN,CO,3.075
16/04/2002,LDO,CO,2.5125
16/04/2002,MIR,CO,1.6042
16/04/2002,OBL,CO,1.5042
16/04/2002,TLA,CO,2.225
16/04/2002,VAL,CO,1.8125
17/04/2002,AGU,CO,1.4917
17/04/2002,ATM,CO,2.4292
17/04/2002,CEN,CO,2.3333
17/04/2002,LDO,CO,3.3583
17/04/2002,MIR,CO,3.2167
17/04/2002,OBL,CO,2.1417
17/04/2002,TLA,CO,2.875
17/04/2002,VAL,CO,1.8333
18/04/2002,AGU,CO,1.3583
18/04/2002,ATM,CO,2.1
18/04/2002,CEN,CO,1.9333
18/04/2002,LDO,CO,2.925
18/04/2002,MIR,CO,2.6583
18/04/2002,OBL,CO,1.9333
18/04/2002,TLA,CO,2.2125
18/04/2002,VAL,CO,1.5875
19/04/2002,AGU,CO,1.5917
19/04/2002,ATM,CO,2.3333
19/04/2002,CEN,CO,2.3083
19/04/2002,LDO,CO,3.2208
19/04/2002,MIR,CO,1.7958
19/04/2002,OBL,CO,1.9875
19/04/2002,TLA,CO,2.2792
19/04/2002,VAL,CO,1.4792
20/04/2002,AGU,CO,0.8
20/04/2002,ATM,CO,1.7375
20/04/2002,CEN,CO,2.1958
20/04/2002,LDO,CO,2.9042
20/04/2002,MIR,CO,2.4542
